time, contact_status_left, contact_status_right,pc-x_left, pc-y_left, pc-z_left, pc-x_right, pc-y_right, pc-z_right,x-COM, y-COM, z-COM, h_x, h_y, h_z,Fx-left, Fy-left, Fz-left, Fx-right, Fy-right, Fz-right
0,1,1,0,0.03,0,0,-0.03,0,-2.3226e-28,-4.6519e-33,0.15,0,0,5.7463e-29,2.1068e-06,-1.6077,7.121,2.5365e-06,1.3453,7.8317
0.01,1,1,0,0.03,0,0,-0.03,0,9.7339e-10,-5.5005e-05,0.15005,4.8384e-08,-0.0027342,0.0024772,2.0045e-06,-1.5925,7.0971,2.4245e-06,1.3577,7.8416
0.02,1,1,0,0.03,0,0,-0.03,0,1.9468e-09,-0.00011001,0.1501,9.6769e-08,-0.0054683,0.0049544,1.9028e-06,-1.5773,7.0732,2.3123e-06,1.3701,7.8515
0.03,1,1,0,0.03,0,0,-0.03,0,2.9202e-09,-0.00016502,0.15015,1.4515e-07,-0.0082025,0.0074316,1.8019e-06,-1.5622,7.0492,2.1998e-06,1.3825,7.8614
0.04,1,1,0,0.03,0,0,-0.03,0,3.8936e-09,-0.00022002,0.1502,1.9354e-07,-0.010937,0.0099087,1.7017e-06,-1.5472,7.0253,2.0871e-06,1.3949,7.8713
0.05,1,1,0,0.03,0,0,-0.03,0,4.8669e-09,-0.00027503,0.15025,2.4192e-07,-0.013671,0.012386,1.6021e-06,-1.5322,7.0013,1.9742e-06,1.4073,7.8812
0.06,1,1,0,0.03,0,0,-0.03,0,5.8403e-09,-0.00033003,0.1503,2.9031e-07,-0.016405,0.014863,1.5033e-06,-1.5173,6.9773,1.8611e-06,1.4198,7.8911
0.07,1,1,0,0.03,0,0,-0.03,0,8.3218e-09,-0.00045352,0.15042,3.3238e-07,-0.01795,0.016847,1.5149e-06,-1.5067,6.9443,1.8809e-06,1.4249,7.9099
0.08,1,1,0,0.03,0,0,-0.03,0,1.109e-08,-0.00059,0.15056,3.7325e-07,-0.01927,0.018738,1.5469e-06,-1.497,6.9096,1.926e-06,1.4286,7.9305
0.09,1,1,0,0.03,0,0,-0.03,0,1.3857e-08,-0.00072649,0.1507,4.1413e-07,-0.02059,0.020628,1.5785e-06,-1.4872,6.8748,1.9712e-06,1.4323,7.951
0.1,1,1,0,0.03,0,0,-0.03,0,1.6625e-08,-0.00086297,0.15084,4.55e-07,-0.02191,0.022519,1.6096e-06,-1.4775,6.84,2.0166e-06,1.436,7.9716
0.11,1,1,0,0.03,0,0,-0.03,0,1.9393e-08,-0.00099946,0.15097,4.9587e-07,-0.023229,0.024409,1.6402e-06,-1.4678,6.805,2.0622e-06,1.4397,7.9922
0.12,1,1,0,0.03,0,0,-0.03,0,2.2161e-08,-0.0011359,0.15111,5.3675e-07,-0.024549,0.0263,1.6703e-06,-1.4581,6.77,2.1078e-06,1.4435,8.0129
0.13,1,1,0,0.03,0,0,-0.03,0,2.6185e-08,-0.001299,0.15129,5.8442e-07,-0.025392,0.027727,1.7754e-06,-1.4503,6.7313,2.2455e-06,1.4441,8.0391
0.14,1,1,0,0.03,0,0,-0.03,0,3.0798e-08,-0.0014745,0.15149,6.3527e-07,-0.026011,0.028937,1.9139e-06,-1.4434,6.6908,2.4268e-06,1.4433,8.068
0.15,1,1,0,0.03,0,0,-0.03,0,3.5411e-08,-0.00165,0.15169,6.8612e-07,-0.026631,0.030147,2.0501e-06,-1.4364,6.6502,2.609e-06,1.4424,8.097
0.16,1,1,0,0.03,0,0,-0.03,0,4.0024e-08,-0.0018255,0.15189,7.3697e-07,-0.02725,0.031357,2.1842e-06,-1.4293,6.6094,2.7919e-06,1.4415,8.126
0.17,1,1,0,0.03,0,0,-0.03,0,4.4637e-08,-0.002001,0.15209,7.8783e-07,-0.027869,0.032567,2.316e-06,-1.4222,6.5685,2.9757e-06,1.4406,8.1551
0.18,1,1,0,0.03,0,0,-0.03,0,4.925e-08,-0.0021765,0.15229,8.3868e-07,-0.028488,0.033777,2.4455e-06,-1.4151,6.5275,3.1602e-06,1.4397,8.1842
0.19,1,1,0,0.03,0,0,-0.03,0,5.5209e-08,-0.0023616,0.15251,9.0334e-07,-0.028938,0.034669,2.6376e-06,-1.4087,6.485,3.4282e-06,1.4376,8.2165
0.2,1,1,0,0.03,0,0,-0.03,0,6.2402e-08,-0.0025555,0.15275,9.8069e-07,-0.029233,0.03527,2.885e-06,-1.4029,6.4411,3.7738e-06,1.4343,8.2519
0.21,1,1,0,0.03,0,0,-0.03,0,6.9595e-08,-0.0027494,0.15298,1.058e-06,-0.029527,0.03587,3.128e-06,-1.397,6.397,4.1212e-06,1.431,8.2873
0.22,1,1,0,0.03,0,0,-0.03,0,7.6788e-08,-0.0029433,0.15322,1.1354e-06,-0.029821,0.036471,3.3664e-06,-1.391,6.3527,4.4704e-06,1.4277,8.3229
0.23,1,1,0,0.03,0,0,-0.03,0,8.3982e-08,-0.0031372,0.15346,1.2127e-06,-0.030116,0.037071,3.6004e-06,-1.3849,6.3083,4.8215e-06,1.4243,8.3584
0.24,1,1,0,0.03,0,0,-0.03,0,9.1175e-08,-0.0033312,0.15369,1.2901e-06,-0.03041,0.037671,3.8298e-06,-1.3787,6.2637,5.1745e-06,1.4209,8.3941
0.25,1,1,0,0.03,0,0,-0.03,0,9.9837e-08,-0.0035283,0.15393,1.3844e-06,-0.030653,0.038092,4.116e-06,-1.3727,6.2184,5.6123e-06,1.417,8.4315
0.26,1,1,0,0.03,0,0,-0.03,0,1.1109e-07,-0.0037313,0.15418,1.5086e-06,-0.030805,0.038196,4.5036e-06,-1.3671,6.1722,6.1996e-06,1.4124,8.4719
0.27,1,1,0,0.03,0,0,-0.03,0,1.2234e-07,-0.0039343,0.15444,1.6328e-06,-0.030958,0.038299,4.8835e-06,-1.3615,6.1258,6.7906e-06,1.4077,8.5124
0.28,1,1,0,0.03,0,0,-0.03,0,1.3359e-07,-0.0041372,0.15469,1.7571e-06,-0.03111,0.038403,5.2556e-06,-1.3557,6.0792,7.3851e-06,1.4029,8.5529
0.29,1,1,0,0.03,0,0,-0.03,0,1.4484e-07,-0.0043402,0.15494,1.8813e-06,-0.031263,0.038507,5.6199e-06,-1.3497,6.0325,7.9832e-06,1.3981,8.5936
0.3,1,1,0,0.03,0,0,-0.03,0,1.5609e-07,-0.0045431,0.15519,2.0055e-06,-0.031415,0.03861,5.9765e-06,-1.3437,5.9855,8.5849e-06,1.3933,8.6343
0.31,1,1,0,0.03,0,0,-0.03,0,1.6867e-07,-0.0047471,0.15544,2.1452e-06,-0.031556,0.038636,6.3759e-06,-1.3376,5.9383,9.2633e-06,1.3883,8.6758
0.32,1,1,0,0.03,0,0,-0.03,0,1.8646e-07,-0.0049551,0.15568,2.346e-06,-0.031651,0.038357,6.964e-06,-1.3319,5.8904,1.0235e-05,1.3828,8.7202
0.33,1,1,0,0.03,0,0,-0.03,0,2.0426e-07,-0.0051631,0.15593,2.5467e-06,-0.031746,0.038078,7.5395e-06,-1.3261,5.8423,1.1214e-05,1.3772,8.7647
0.34,1,1,0,0.03,0,0,-0.03,0,2.2206e-07,-0.0053711,0.15618,2.7475e-06,-0.031842,0.037798,8.1023e-06,-1.3201,5.7941,1.22e-05,1.3716,8.8092
0.35,1,1,0,0.03,0,0,-0.03,0,2.3985e-07,-0.0055791,0.15643,2.9482e-06,-0.031937,0.037519,8.6524e-06,-1.3139,5.7456,1.3191e-05,1.3659,8.8539
0.36,1,1,0,0.03,0,0,-0.03,0,2.5765e-07,-0.005787,0.15667,3.149e-06,-0.032032,0.037239,9.19e-06,-1.3076,5.697,1.419e-05,1.3602,8.8986
0.37,1,1,0,0.03,0,0,-0.03,0,2.7589e-07,-0.0059952,0.15692,3.355e-06,-0.032126,0.036948,9.7309e-06,-1.3013,5.6482,1.522e-05,1.3543,8.9436
0.38,1,1,0,0.03,0,0,-0.03,0,3.0424e-07,-0.0062066,0.15715,3.6782e-06,-0.0322,0.036388,1.0615e-05,-1.2952,5.599,1.6819e-05,1.3483,8.9911
0.39,1,1,0,0.03,0,0,-0.03,0,3.3259e-07,-0.0064181,0.15738,4.0014e-06,-0.032274,0.035828,1.148e-05,-1.289,5.5496,1.8431e-05,1.3421,9.0388
0.4,1,1,0,0.03,0,0,-0.03,0,3.6094e-07,-0.0066295,0.15761,4.3246e-06,-0.032347,0.035268,1.2324e-05,-1.2826,5.5001,2.0054e-05,1.3359,9.0865
0.41,1,1,0,0.03,0,0,-0.03,0,3.8929e-07,-0.0068409,0.15784,4.6479e-06,-0.032421,0.034708,1.3147e-05,-1.2761,5.4504,2.1688e-05,1.3295,9.1344
0.42,1,1,0,0.03,0,0,-0.03,0,4.1763e-07,-0.0070524,0.15807,4.9711e-06,-0.032495,0.034147,1.3951e-05,-1.2694,5.4005,2.3335e-05,1.3231,9.1824
0.43,1,1,0,0.03,0,0,-0.03,0,4.4598e-07,-0.0072638,0.1583,5.2943e-06,-0.032569,0.033587,1.4734e-05,-1.2626,5.3505,2.4993e-05,1.3166,9.2304
0.44,1,1,0,0.03,0,0,-0.03,0,4.8931e-07,-0.0074778,0.15851,5.79e-06,-0.032636,0.03286,1.5993e-05,-1.2561,5.3002,2.751e-05,1.31,9.2804
0.45,1,1,0,0.03,0,0,-0.03,0,5.3461e-07,-0.0076921,0.15871,6.3084e-06,-0.032703,0.03211,1.7285e-05,-1.2494,5.2498,3.0159e-05,1.3034,9.3307
0.46,1,1,0,0.03,0,0,-0.03,0,5.7991e-07,-0.0079064,0.15892,6.8268e-06,-0.03277,0.031361,1.8546e-05,-1.2426,5.1992,3.2828e-05,1.2966,9.3811
0.47,1,1,0,0.03,0,0,-0.03,0,6.2521e-07,-0.0081207,0.15912,7.3453e-06,-0.032836,0.030611,1.9775e-05,-1.2356,5.1485,3.5519e-05,1.2898,9.4316
0.48,1,1,0,0.03,0,0,-0.03,0,6.7051e-07,-0.008335,0.15933,7.8637e-06,-0.032903,0.029861,2.0971e-05,-1.2285,5.0976,3.823e-05,1.2828,9.4822
0.49,1,1,0,0.03,0,0,-0.03,0,7.1581e-07,-0.0085493,0.15953,8.3821e-06,-0.032969,0.029112,2.2136e-05,-1.2212,5.0466,4.0962e-05,1.2757,9.5329
0.5,1,1,0,0.03,0,0,-0.03,0,7.8077e-07,-0.0087655,0.15971,9.1257e-06,-0.033034,0.028286,2.3877e-05,-1.2141,4.9955,4.4849e-05,1.2686,9.5849
0.51,1,1,0,0.03,0,0,-0.03,0,8.5322e-07,-0.0089825,0.15988,9.9551e-06,-0.033098,0.02743,2.5803e-05,-1.207,4.9442,4.9202e-05,1.2615,9.6375
0.52,1,1,0,0.03,0,0,-0.03,0,9.2568e-07,-0.0091995,0.16005,1.0785e-05,-0.033163,0.026575,2.7678e-05,-1.1997,4.8928,5.3592e-05,1.2542,9.6901
0.53,1,1,0,0.03,0,0,-0.03,0,9.9813e-07,-0.0094165,0.16023,1.1614e-05,-0.033227,0.025719,2.9503e-05,-1.1922,4.8413,5.8018e-05,1.2468,9.7429
0.54,1,1,0,0.03,0,0,-0.03,0,1.0706e-06,-0.0096334,0.1604,1.2443e-05,-0.033291,0.024864,3.1277e-05,-1.1846,4.7896,6.2481e-05,1.2393,9.7957
0.55,1,1,0,0.03,0,0,-0.03,0,1.143e-06,-0.0098504,0.16057,1.3273e-05,-0.033355,0.024009,3.3002e-05,-1.1769,4.7379,6.698e-05,1.2317,9.8487
0.56,1,1,0,0.03,0,0,-0.03,0,1.24e-06,-0.010069,0.16072,1.4382e-05,-0.033419,0.023139,3.5383e-05,-1.1692,4.686,7.2961e-05,1.2241,9.9025
0.57,1,1,0,0.03,0,0,-0.03,0,1.3558e-06,-0.010288,0.16086,1.5707e-05,-0.033483,0.02226,3.8238e-05,-1.1615,4.634,8.0117e-05,1.2164,9.9571
0.58,1,1,0,0.03,0,0,-0.03,0,1.4717e-06,-0.010508,0.16099,1.7033e-05,-0.033547,0.02138,4.1014e-05,-1.1536,4.582,8.7335e-05,1.2086,10.012
0.59,1,1,0,0.03,0,0,-0.03,0,1.5876e-06,-0.010728,0.16113,1.8358e-05,-0.03361,0.020501,4.3711e-05,-1.1457,4.5298,9.4616e-05,1.2006,10.067
0.6,1,1,0,0.03,0,0,-0.03,0,1.7034e-06,-0.010947,0.16127,1.9683e-05,-0.033674,0.019621,4.6329e-05,-1.1375,4.4775,0.00010196,1.1926,10.121
0.61,1,1,0,0.03,0,0,-0.03,0,1.8193e-06,-0.011167,0.1614,2.1008e-05,-0.033738,0.018742,4.8867e-05,-1.1292,4.4252,0.00010937,1.1844,10.176
0.62,1,1,0,0.03,0,0,-0.03,0,1.9632e-06,-0.011387,0.16153,2.2654e-05,-0.033803,0.017887,5.208e-05,-1.1209,4.3727,0.00011854,1.1761,10.232
0.63,1,1,0,0.03,0,0,-0.03,0,2.1484e-06,-0.01161,0.16163,2.477e-05,-0.033868,0.017068,5.6289e-05,-1.1127,4.3202,0.0001303,1.1678,10.288
0.64,1,1,0,0.03,0,0,-0.03,0,2.3336e-06,-0.011832,0.16173,2.6887e-05,-0.033934,0.01625,6.0374e-05,-1.1043,4.2676,0.00014217,1.1594,10.345
0.65,1,1,0,0.03,0,0,-0.03,0,2.5188e-06,-0.012054,0.16184,2.9003e-05,-0.034,0.015431,6.4334e-05,-1.0957,4.2149,0.00015415,1.1508,10.402
0.66,1,1,0,0.03,0,0,-0.03,0,2.704e-06,-0.012276,0.16194,3.112e-05,-0.034066,0.014613,6.8169e-05,-1.087,4.1621,0.00016623,1.1421,10.458
0.67,1,1,0,0.03,0,0,-0.03,0,2.8892e-06,-0.012498,0.16204,3.3236e-05,-0.034132,0.013795,7.188e-05,-1.0781,4.1093,0.00017843,1.1333,10.515
0.68,1,1,0,0.03,0,0,-0.03,0,3.1016e-06,-0.012721,0.16214,3.5663e-05,-0.034199,0.013014,7.6139e-05,-1.0692,4.0563,0.00019242,1.1243,10.572
0.69,1,1,0,0.03,0,0,-0.03,0,3.3975e-06,-0.012946,0.16221,3.9043e-05,-0.034271,0.012351,8.2301e-05,-1.0602,4.0032,0.00021175,1.1153,10.631
0.7,1,1,0,0.03,0,0,-0.03,0,3.6934e-06,-0.013171,0.16228,4.2423e-05,-0.034344,0.011688,8.8266e-05,-1.0511,3.95,0.00023127,1.1062,10.689
0.71,1,1,0,0.03,0,0,-0.03,0,3.9894e-06,-0.013396,0.16235,4.5804e-05,-0.034416,0.011025,9.4033e-05,-1.0419,3.8968,0.00025098,1.0968,10.748
0.72,1,1,0,0.03,0,0,-0.03,0,4.2853e-06,-0.013621,0.16243,4.9184e-05,-0.034488,0.010362,9.9603e-05,-1.0325,3.8436,0.00027087,1.0874,10.806
0.73,1,1,0,0.03,0,0,-0.03,0,4.5813e-06,-0.013846,0.1625,5.2564e-05,-0.03456,0.0096993,0.00010498,-1.023,3.7902,0.00029095,1.0778,10.865
0.74,1,1,0,0.03,0,0,-0.03,0,4.8923e-06,-0.014071,0.16257,5.6118e-05,-0.034633,0.0090589,0.0001105,-1.0133,3.7369,0.00031218,1.068,10.924
0.75,1,1,0,0.03,0,0,-0.03,0,5.3652e-06,-0.0143,0.16262,6.1519e-05,-0.034718,0.0086597,0.00011943,-1.0036,3.6831,0.00034397,1.0581,10.984
0.76,1,1,0,0.03,0,0,-0.03,0,5.838e-06,-0.014528,0.16267,6.692e-05,-0.034803,0.0082605,0.00012805,-0.99368,3.6292,0.00037608,1.0481,11.045
0.77,1,1,0,0.03,0,0,-0.03,0,6.3109e-06,-0.014756,0.16273,7.2322e-05,-0.034888,0.0078614,0.00013636,-0.98363,3.5754,0.0004085,1.0379,11.106
0.78,1,1,0,0.03,0,0,-0.03,0,6.7837e-06,-0.014984,0.16278,7.7723e-05,-0.034974,0.0074622,0.00014435,-0.97344,3.5215,0.00044123,1.0275,11.166
0.79,1,1,0,0.03,0,0,-0.03,0,7.2566e-06,-0.015212,0.16283,8.3124e-05,-0.035059,0.007063,0.00015203,-0.96309,3.4675,0.00047428,1.017,11.227
0.8,1,1,0,0.03,0,0,-0.03,0,7.7294e-06,-0.01544,0.16288,8.8525e-05,-0.035144,0.0066639,0.00015939,-0.95258,3.4136,0.00050764,1.0063,11.288
0.81,1,1,0,0.03,0,0,-0.03,0,8.4641e-06,-0.015672,0.16292,9.6921e-05,-0.035249,0.0066245,0.00017175,-0.94183,3.3588,0.00055855,0.99528,11.351
0.82,1,1,0,0.03,0,0,-0.03,0,9.2196e-06,-0.015904,0.16297,0.00010556,-0.035356,0.0066138,0.00018403,-0.93091,3.3039,0.00061136,0.98412,11.414
0.83,1,1,0,0.03,0,0,-0.03,0,9.9752e-06,-0.016136,0.16301,0.00011419,-0.035462,0.0066031,0.0001958,-0.91983,3.249,0.00066469,0.97279,11.477
0.84,1,1,0,0.03,0,0,-0.03,0,1.0731e-05,-0.016368,0.16305,0.00012282,-0.035569,0.0065924,0.00020706,-0.90859,3.1941,0.00071855,0.96128,11.54
0.85,1,1,0,0.03,0,0,-0.03,0,1.1486e-05,-0.0166,0.1631,0.00013146,-0.035676,0.0065818,0.00021781,-0.89719,3.1391,0.00077293,0.9496,11.603
0.86,1,1,0,0.03,0,0,-0.03,0,1.2242e-05,-0.016832,0.16314,0.00014009,-0.035783,0.0065711,0.00022805,-0.88564,3.0841,0.00082784,0.93775,11.667
0.87,1,1,0,0.03,0,0,-0.03,0,1.3344e-05,-0.017068,0.16319,0.00015269,-0.035913,0.0069633,0.00024404,-0.87358,3.0278,0.00090669,0.92545,11.732
0.88,1,1,0,0.03,0,0,-0.03,0,1.4552e-05,-0.017305,0.16324,0.0001665,-0.03605,0.0074782,0.00026114,-0.86125,2.9711,0.00099351,0.91288,11.798
0.89,1,1,0,0.03,0,0,-0.03,0,1.5759e-05,-0.017542,0.1633,0.00018031,-0.036187,0.0079931,0.00027739,-0.84876,2.9143,0.0010812,0.90013,11.864
0.9,1,1,0,0.03,0,0,-0.03,0,1.6967e-05,-0.017779,0.16335,0.00019412,-0.036324,0.008508,0.00029279,-0.83609,2.8574,0.0011697,0.88719,11.93
0.91,1,1,0,0.03,0,0,-0.03,0,1.8175e-05,-0.018016,0.1634,0.00020793,-0.036462,0.0090229,0.00030735,-0.82326,2.8006,0.0012591,0.87407,11.996
0.92,1,1,0,0.03,0,0,-0.03,0,1.9382e-05,-0.018253,0.16346,0.00022173,-0.036599,0.0095378,0.00032107,-0.81026,2.7437,0.0013494,0.86076,12.063
0.93,1,1,0,0.03,0,0,-0.03,0,2.1028e-05,-0.018493,0.16353,0.00024056,-0.036757,0.010451,0.00034081,-0.79647,2.6848,0.001471,0.84686,12.131
0.94,1,1,0,0.03,0,0,-0.03,0,2.2959e-05,-0.018737,0.16362,0.00026263,-0.036929,0.011622,0.00036368,-0.78211,2.6245,0.0016135,0.83249,12.2
0.95,1,1,0,0.03,0,0,-0.03,0,2.4889e-05,-0.01898,0.16371,0.00028471,-0.0371,0.012793,0.00038512,-0.76756,2.5642,0.0017574,0.81792,12.27
0.96,1,1,0,0.03,0,0,-0.03,0,2.6819e-05,-0.019223,0.16379,0.00030678,-0.037272,0.013963,0.0004051,-0.75282,2.5039,0.0019027,0.80317,12.339
0.97,1,1,0,0.03,0,0,-0.03,0,2.875e-05,-0.019466,0.16388,0.00032885,-0.037444,0.015134,0.00042365,-0.73791,2.4434,0.0020494,0.78822,12.409
0.98,1,1,0,0.03,0,0,-0.03,0,3.068e-05,-0.019709,0.16397,0.00035092,-0.037616,0.016305,0.00044075,-0.7228,2.3829,0.0021975,0.77308,12.479
0.99,1,1,0,0.03,0,0,-0.03,0,3.3127e-05,-0.019956,0.16408,0.00037888,-0.037797,0.017801,0.00046309,-0.70663,2.3197,0.0023836,0.75724,12.55
1,1,1,0,0.03,0,0,-0.03,0,3.6211e-05,-0.020206,0.16423,0.00041411,-0.037991,0.019699,0.00049143,-0.68917,2.2531,0.0026169,0.74059,12.623
1.01,1,1,0,0.03,0,0,-0.03,0,3.9296e-05,-0.020457,0.16438,0.00044933,-0.038184,0.021597,0.0005172,-0.67149,2.1863,0.0028523,0.72374,12.696
1.02,1,1,0,0.03,0,0,-0.03,0,4.238e-05,-0.020707,0.16453,0.00048456,-0.038378,0.023495,0.00054041,-0.65361,2.1195,0.0030899,0.70669,12.769
1.03,1,1,0,0.03,0,0,-0.03,0,4.5465e-05,-0.020958,0.16468,0.00051978,-0.038571,0.025393,0.00056105,-0.63551,2.0525,0.0033297,0.68945,12.842
1.04,1,1,0,0.03,0,0,-0.03,0,4.8549e-05,-0.021208,0.16483,0.00055501,-0.038765,0.027291,0.00057913,-0.61721,1.9853,0.0035716,0.672,12.915
1.05,1,1,0,0.03,0,0,-0.03,0,5.2162e-05,-0.021461,0.165,0.00059621,-0.038949,0.029365,0.00059973,-0.59765,1.915,0.0038539,0.6539,12.989
1.06,1,1,0,0.03,0,0,-0.03,0,5.7084e-05,-0.021718,0.16524,0.00065218,-0.039109,0.031876,0.00062894,-0.5753,1.8368,0.0042334,0.63447,13.063
1.07,1,1,0,0.03,0,0,-0.03,0,6.2006e-05,-0.021976,0.16548,0.00070816,-0.03927,0.034387,0.00065334,-0.55269,1.7584,0.0046161,0.61485,13.138
1.08,1,1,0,0.03,0,0,-0.03,0,6.6928e-05,-0.022234,0.16572,0.00076414,-0.03943,0.036899,0.00067293,-0.52984,1.6797,0.0050019,0.59504,13.213
1.09,1,1,0,0.03,0,0,-0.03,0,7.1849e-05,-0.022491,0.16595,0.00082011,-0.03959,0.03941,0.00068771,-0.50672,1.6008,0.0053907,0.57504,13.288
1.1,1,1,0,0.03,0,0,-0.03,0,7.6771e-05,-0.022749,0.16619,0.00087609,-0.03975,0.041921,0.00069769,-0.48336,1.5217,0.0057827,0.55485,13.363
1.11,1,1,0,0.03,0,0,-0.03,0,8.2066e-05,-0.023007,0.16644,0.0009362,-0.039887,0.044438,0.00070487,-0.45892,1.4399,0.006205,0.53422,13.438
1.12,1,1,0,0.03,0,0,-0.03,0,8.9893e-05,-0.023267,0.16678,0.0010244,-0.039862,0.046992,0.00071818,-0.42868,1.3412,0.0068158,0.51175,13.509
1.13,1,1,0,0.03,0,0,-0.03,0,9.772e-05,-0.023528,0.16712,0.0011125,-0.039837,0.049546,0.00072194,-0.39811,1.242,0.0074304,0.48912,13.58
1.14,1,1,0,0.03,0,0,-0.03,0,0.00010555,-0.023788,0.16746,0.0012007,-0.039812,0.0521,0.00071615,-0.36723,1.1425,0.0080488,0.46633,13.652
1.15,1,1,0,0.03,0,0,-0.03,0,0.00011337,-0.024048,0.1678,0.0012889,-0.039787,0.054654,0.00070081,-0.33604,1.0425,0.0086711,0.44339,13.723
1.16,1,1,0,0.03,0,0,-0.03,0,0.0001212,-0.024309,0.16814,0.0013771,-0.039762,0.057208,0.00067592,-0.30452,0.94211,0.0092971,0.42029,13.795
1.17,1,1,0,0.03,0,0,-0.03,0,0.00012903,-0.024569,0.16848,0.0014652,-0.039738,0.059762,0.00064149,-0.27269,0.84131,0.0099269,0.39704,13.867
1.18,1,1,0,0.03,0,0,-0.03,0,0.00014125,-0.024818,0.16889,0.0016003,-0.039188,0.060821,0.00059012,-0.22994,0.708,0.010992,0.38116,13.921
1.19,1,1,0,0.03,0,0,-0.03,0,0.00015361,-0.025067,0.16931,0.0017368,-0.038621,0.061832,0.00051857,-0.18646,0.57299,0.012074,0.36549,13.974
1.2,1,1,0,0.03,0,0,-0.03,0,0.00016597,-0.025315,0.16972,0.0018734,-0.038054,0.062843,0.00042691,-0.14259,0.43732,0.013158,0.34977,14.028
1.21,1,1,0,0.03,0,0,-0.03,0,0.00017833,-0.025564,0.17013,0.0020099,-0.037487,0.063854,0.00031514,-0.098328,0.30099,0.014246,0.334,14.082
1.22,1,1,0,0.03,0,0,-0.03,0,0.00019069,-0.025813,0.17054,0.0021465,-0.036921,0.064864,0.00018325,-0.053675,0.16399,0.015337,0.31819,14.135
1.23,1,1,0,0.03,0,0,-0.03,0,0.00020305,-0.026061,0.17095,0.0022831,-0.036354,0.065875,3.1259e-05,-0.0086317,0.026321,0.01643,0.30233,14.189
1.24,0,1,0,0.03,0,0,-0.03,0,0.00021906,-0.026285,0.17136,0.0024575,-0.034013,0.062243,3.9093e-36,-1.0044e-33,3.058e-33,0.017761,0.2863,14.249
1.25,0,1,0,0.03,0,0,-0.03,0,0.00023593,-0.026503,0.17176,0.0026409,-0.031254,0.057517,1.72e-36,-4.1192e-34,1.2521e-33,0.019152,0.27018,14.309
1.26,0,1,0,0.03,0,0,-0.03,0,0.00025385,-0.026708,0.17213,0.0028361,-0.028606,0.053238,0,-0,0,0.020626,0.25494,14.364
1.27,0,1,0,0.03,0,0,-0.03,0,0.00027409,-0.026883,0.17247,0.0030577,-0.026206,0.049959,0,-0,0,0.022277,0.24176,14.403
1.28,0,1,0,0.03,0,0,-0.03,0,0.00029432,-0.027058,0.1728,0.0032793,-0.023805,0.04668,0,-0,0,0.02393,0.22857,14.442
1.29,0,1,0,0.03,0,0,-0.03,0,0.00031785,-0.027203,0.1731,0.0035377,-0.02164,0.044157,0,-0,0,0.025837,0.21757,14.469
1.3,0,1,0,0.03,0,0,-0.03,0,0.00034215,-0.027341,0.17338,0.0038048,-0.019529,0.041812,0,-0,0,0.027803,0.20709,14.493
1.31,0,1,0,0.03,0,0,-0.03,0,0.00036796,-0.027468,0.17366,0.0040886,-0.017489,0.03964,0,-0,0,0.029886,0.19737,14.514
1.32,0,1,0,0.03,0,0,-0.03,0,0.00039714,-0.027573,0.17391,0.0044098,-0.015605,0.037856,0,-0,0,0.032231,0.18936,14.527
1.33,0,1,0,0.03,0,0,-0.03,0,0.00042633,-0.027677,0.17416,0.0047309,-0.013721,0.036072,0,-0,0,0.034573,0.18136,14.54
1.34,0,1,0,0.03,0,0,-0.03,0,0.00046027,-0.027757,0.17439,0.0051043,-0.011973,0.034526,0,-0,0,0.037288,0.1752,14.546
1.35,0,1,0,0.03,0,0,-0.03,0,0.00049533,-0.027832,0.17462,0.00549,-0.010258,0.033036,0,-0,0,0.040085,0.16949,14.552
1.36,0,1,0,0.03,0,0,-0.03,0,0.00053257,-0.027898,0.17484,0.0058994,-0.0085773,0.031579,0,-0,0,0.043051,0.16443,14.556
1.37,0,1,0,0.03,0,0,-0.03,0,0.00057468,-0.027945,0.17504,0.0063621,-0.0069755,0.030197,0,-0,0,0.046398,0.16084,14.556
1.38,0,1,0,0.03,0,0,-0.03,0,0.00061679,-0.027992,0.17524,0.0068247,-0.0053736,0.028816,0,-0,0,0.049737,0.15726,14.556
1.39,0,1,0,0.03,0,0,-0.03,0,0.00066574,-0.028018,0.17542,0.0073618,-0.0038221,0.02742,0,-0,0,0.053615,0.15532,14.554
1.4,0,1,0,0.03,0,0,-0.03,0,0.0007163,-0.028039,0.1756,0.0079164,-0.0022825,0.026021,0,-0,0,0.057613,0.15377,14.551
1.41,0,1,0,0.03,0,0,-0.03,0,0.00077,-0.028052,0.17577,0.008505,-0.00074663,0.02459,0,-0,0,0.061853,0.15284,14.547
1.42,0,1,0,0.03,0,0,-0.03,0,0.00083069,-0.028047,0.17593,0.0091696,0.00078074,0.023089,0,-0,0,0.066643,0.15328,14.542
1.43,0,1,0,0.03,0,0,-0.03,0,0.00089138,-0.028042,0.17608,0.0098342,0.0023081,0.021588,0,-0,0,0.071421,0.15372,14.536
1.44,0,1,0,0.03,0,0,-0.03,0,0.0009619,-0.028017,0.17621,0.010605,0.0038658,0.019958,0,-0,0,0.076975,0.15579,14.53
1.45,0,1,0,0.03,0,0,-0.03,0,0.0010347,-0.027987,0.17634,0.011401,0.0054306,0.018297,0,-0,0,0.082702,0.15824,14.523
1.46,0,1,0,0.03,0,0,-0.03,0,0.0011121,-0.027948,0.17646,0.012246,0.0070227,0.016573,0,-0,0,0.088775,0.16133,14.515
